date,brand,count,failures
2021-10-01,Western Digital,9701,0
2021-10-03,Western Digital,9701,0
2021-09-30,Western Digital,9701,0
2021-09-28,Western Digital,9701,0
2021-09-29,Western Digital,9701,0
2021-09-25,Western Digital,9699,0
2021-09-26,Western Digital,9700,0
2021-09-23,Western Digital,9698,0
2021-09-24,Western Digital,9699,0
2021-09-22,Western Digital,9698,0
2021-09-27,Western Digital,9701,0
2021-09-09,Western Digital,9698,0
2021-09-17,Western Digital,9698,0
2021-09-10,Western Digital,9698,0
2021-09-07,Western Digital,9677,0
2021-09-21,Western Digital,9698,0
2021-09-20,Western Digital,9698,0
2021-09-19,Western Digital,9698,0
2021-09-06,Western Digital,9677,0
2021-09-16,Western Digital,9698,0
2021-09-18,Western Digital,9698,0
2021-09-08,Western Digital,9678,0
2021-09-05,Western Digital,9697,0
2021-09-04,Western Digital,9697,1
2021-09-15,Western Digital,9698,0
2021-09-03,Western Digital,9697,0
2021-09-14,Western Digital,9698,0
2021-09-11,Western Digital,9698,0
2021-09-13,Western Digital,9698,0
2021-09-12,Western Digital,9698,0
2021-09-02,Western Digital,9698,1
2021-08-31,Western Digital,9698,0
2021-09-01,Western Digital,9698,0
2021-08-30,Western Digital,9699,1
2021-08-28,Western Digital,9699,0
2021-08-29,Western Digital,9699,0
2021-08-27,Western Digital,9699,0
2021-08-25,Western Digital,9699,0
2021-08-26,Western Digital,9699,0
2021-08-11,Western Digital,9702,0
2021-08-24,Western Digital,9699,0
2021-08-09,Western Digital,9702,0
2021-08-10,Western Digital,9702,1
2021-08-08,Western Digital,9702,0
2021-08-20,Western Digital,9700,0
2021-08-21,Western Digital,9700,1
2021-08-07,Western Digital,9702,0
2021-08-18,Western Digital,9700,0
2021-08-19,Western Digital,9700,0
2021-08-23,Western Digital,9699,0
2021-08-22,Western Digital,9699,0
2021-08-12,Western Digital,9702,2
